time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1577836984.59981799,0.08722312,0.00353097,0.00001608,10125.00000000,0.08451554,0.000000,0.000000
1577836984.69969106,0.08734969,0.00312708,0.00001632,10109.00000000,0.09355192,0.000000,0.000000
1577836984.79953694,0.08755862,0.00517500,0.00001460,10075.00000000,0.09800483,0.000000,0.000000
1577836984.89937615,0.08758414,0.00520120,0.00001642,10108.00000000,0.08888545,0.000000,0.000000
1577836984.99962711,0.08779217,0.00492443,0.00001711,10176.00000000,0.09860988,0.000000,0.000000
1577836985.09946299,0.08802713,0.00436979,0.00001720,10246.00000000,0.10047995,0.000000,0.000000
1577836985.19928908,0.08822245,0.00417324,0.00001543,10156.00000000,0.09876972,0.000000,0.000000
1577836985.29991817,0.08811689,0.00358020,0.00001522,10173.00000000,0.08231150,0.000000,0.000000
1577836985.39975715,0.08830545,0.00458045,0.00001634,10168.00000000,0.09886445,0.000000,0.000000
1577836985.49959922,0.08886284,0.00342056,0.00001954,10216.00000000,0.12063429,0.000000,0.000000
1577836985.59943819,0.08913599,0.00459147,0.00001692,10251.00000000,0.10497835,0.000000,0.000000
1577836985.69966006,0.08917336,0.00438021,0.00001902,10241.00000000,0.09137820,0.000000,0.000000
1577836985.79949379,0.08937615,0.00428609,0.00001762,10276.00000000,0.10154368,0.000000,0.000000
1577836985.89932799,0.08928853,0.00440582,0.00001570,10284.00000000,0.08394391,0.000000,0.000000
1577836985.99996209,0.08945670,0.00359771,0.00001805,10319.00000000,0.09988316,0.000000,0.000000
1577836986.09979796,0.08947897,0.00341106,0.00001873,10359.00000000,0.09088207,0.000000,0.000000
1577836986.19963598,0.08954622,0.00347368,0.00001614,10413.00000000,0.09384993,0.000000,0.000000
1577836986.29947400,0.08956326,0.00701298,0.00001741,10436.00000000,0.09067132,0.000000,0.000000
1577836986.39931488,0.08975262,0.00404104,0.00001753,10504.00000000,0.10224999,0.000000,0.000000
1577836986.49994898,0.08963802,0.00431651,0.00001547,10528.00000000,0.08195959,0.000000,0.000000
1577836986.59979010,0.08962892,0.00296896,0.00001757,10420.00000000,0.08901071,0.000000,0.000000
1577836986.69962287,0.08989336,0.00355262,0.00001703,10458.00000000,0.10813913,0.000000,0.000000
1577836986.79945803,0.08995102,0.00442224,0.00001565,10498.00000000,0.09398729,0.000000,0.000000
1577836986.89929509,0.08996829,0.00317882,0.00001804,10533.00000000,0.09119467,0.000000,0.000000
1577836986.99993014,0.09019943,0.00368415,0.00001697,10391.00000000,0.10684150,0.000000,0.000000
1577836987.09977007,0.09044808,0.00621970,0.00001620,10445.00000000,0.10859935,0.000000,0.000000
1577836987.19959807,0.09040878,0.00518674,0.00001858,10474.00000000,0.08750062,0.000000,0.000000
1577836987.29944396,0.09029651,0.00383950,0.00001727,10441.00000000,0.08187642,0.000000,0.000000
1577836987.39966798,0.09031886,0.00495789,0.00001579,10451.00000000,0.09201779,0.000000,0.000000
1577836987.49951315,0.09063753,0.00601917,0.00001655,10544.00000000,0.11517493,0.000000,0.000000
1577836987.59933996,0.09085250,0.00590174,0.00001786,10622.00000000,0.10762027,0.000000,0.000000
1577836987.69997382,0.09112470,0.00487587,0.00001730,10786.00000000,0.11262837,0.000000,0.000000
1577836987.79981685,0.09149431,0.00531009,0.00001659,10956.00000000,0.12106277,0.000000,0.000000
1577836987.89966393,0.09201526,0.00772681,0.00001643,11079.00000000,0.13421280,0.000000,0.000000
1577836987.99951100,0.09260065,0.00777885,0.00001731,11287.00000000,0.14060229,0.000000,0.000000
1577836988.09934378,0.09318541,0.01087557,0.00001669,11964.00000000,0.14172022,0.000000,0.000000
1577836988.19998097,0.09412052,0.00853705,0.00001751,12518.00000000,0.17266969,0.000000,0.000000
1577836988.29982591,0.09470945,0.00903779,0.00001570,13126.00000000,0.14476913,0.000000,0.000000
1577836988.39966893,0.09555134,0.01310186,0.00001613,13674.00000000,0.16795395,0.000000,0.000000
1577836988.49950004,0.09637703,0.01210630,0.00001766,13982.00000000,0.16821201,0.000000,0.000000
1577836988.59934497,0.09714781,0.01221486,0.00001704,14400.00000000,0.16497628,0.000000,0.000000
1577836988.69999480,0.09776362,0.01049691,0.00001551,14919.00000000,0.15257037,0.000000,0.000000
1577836988.79982805,0.09848526,0.00801554,0.00001635,15135.00000000,0.16343327,0.000000,0.000000
1577836988.89966011,0.09928558,0.01089221,0.00001691,15689.00000000,0.17211459,0.000000,0.000000
1577836988.99951887,0.09988686,0.00925907,0.00001602,15939.00000000,0.15520407,0.000000,0.000000
1577836989.09935212,0.10059111,0.00940274,0.00001829,16237.00000000,0.16608638,0.000000,0.000000
1577836989.19999599,0.10126242,0.00650196,0.00001695,16554.00000000,0.16436583,0.000000,0.000000
1577836989.29984903,0.10177820,0.00817691,0.00001707,16664.00000000,0.15077705,0.000000,0.000000
1577836989.39969301,0.10214580,0.00743411,0.00001552,17016.00000000,0.13743595,0.000000,0.000000
1577836989.49952793,0.10263263,0.00862143,0.00001638,17320.00000000,0.14985460,0.000000,0.000000
1577836989.59938622,0.10327859,0.00924290,0.00001617,17185.00000000,0.16658323,0.000000,0.000000
1577836989.69963288,0.10421942,0.01733214,0.00001564,17883.00000000,0.19736133,0.000000,0.000000
1577836989.79946184,0.10487179,0.01580922,0.00001579,17982.00000000,0.17010919,0.000000,0.000000
1577836989.89929605,0.10553199,0.02227609,0.00001585,19657.00000000,0.17221146,0.000000,0.000000
1577836989.99994493,0.10678263,0.02804226,0.00001868,22443.00000000,0.23434854,0.000000,0.000000
1577836990.09978604,0.10796376,0.01974395,0.00002125,25582.00000000,0.22961960,0.000000,0.000000
1577836990.19962811,0.10886224,0.02226435,0.00001743,28724.00000000,0.20230397,0.000000,0.000000
1577836990.29946899,0.11023914,0.02850307,0.00001872,31741.00000000,0.25481427,0.000000,0.000000
1577836990.39932394,0.11112750,0.01963362,0.00001761,33497.00000000,0.20529309,0.000000,0.000000
1577836990.49997115,0.11217742,0.01544281,0.00001743,34055.00000000,0.22451907,0.000000,0.000000
1577836990.59981203,0.11315345,0.02729581,0.00001696,36101.00000000,0.21856457,0.000000,0.000000
1577836990.69966006,0.11395002,0.01292731,0.00001630,36234.00000000,0.20077661,0.000000,0.000000
1577836990.79950309,0.11486840,0.01620422,0.00001631,38664.00000000,0.21589012,0.000000,0.000000
1577836990.89933801,0.11615505,0.01927103,0.00001741,40408.00000000,0.25897296,0.000000,0.000000
1577836990.99997807,0.11699766,0.01681704,0.00001767,41913.00000000,0.21137034,0.000000,0.000000
1577836991.09981489,0.11772095,0.01445107,0.00001748,41872.00000000,0.19945288,0.000000,0.000000
1577836991.19966483,0.11857218,0.01159306,0.00001727,43019.00000000,0.21561253,0.000000,0.000000
1577836991.29950213,0.11930342,0.01246895,0.00001961,43859.00000000,0.20339544,0.000000,0.000000
1577836991.39934301,0.11989972,0.01203152,0.00001703,44557.00000000,0.18907025,0.000000,0.000000
1577836991.49997997,0.12044563,0.01000675,0.00001699,45160.00000000,0.18431790,0.000000,0.000000
1577836991.59982300,0.12099347,0.00966635,0.00001722,45819.00000000,0.18563767,0.000000,0.000000
1577836991.69965601,0.12154744,0.01430607,0.00001724,46128.00000000,0.18746980,0.000000,0.000000
1577836991.79950500,0.12201094,0.00969068,0.00001810,46433.00000000,0.17763175,0.000000,0.000000
1577836991.89935112,0.12225216,0.00676814,0.00001595,46698.00000000,0.15143924,0.000000,0.000000
1577836991.99999213,0.12239583,0.00772282,0.00001718,46999.00000000,0.13992333,0.000000,0.000000
1577836992.09983897,0.12249674,0.00663770,0.00001645,47148.00000000,0.13490950,0.000000,0.000000
1577836992.19968009,0.12254797,0.00519299,0.00001654,47380.00000000,0.12890047,0.000000,0.000000
1577836992.29953098,0.12270975,0.00797799,0.00001785,47543.00000000,0.14293230,0.000000,0.000000
1577836992.39938784,0.12297589,0.00579378,0.00001732,47652.00000000,0.15650928,0.000000,0.000000
1577836992.49961710,0.12341181,0.00799771,0.00001774,47838.00000000,0.17877342,0.000000,0.000000
1577836992.59944296,0.12377824,0.01031318,0.00001746,48081.00000000,0.17068098,0.000000,0.000000
1577836992.69927979,0.12412247,0.00739394,0.00001647,48262.00000000,0.16852895,0.000000,0.000000
1577836992.79990602,0.12463879,0.00922959,0.00001860,48546.00000000,0.19176031,0.000000,0.000000
1577836992.89974594,0.12508335,0.00827121,0.00001780,48751.00000000,0.18332097,0.000000,0.000000
1577836992.99958086,0.12574825,0.01179224,0.00001870,48882.00000000,0.21351438,0.000000,0.000000
1577836993.09941816,0.12625999,0.00771945,0.00001993,48996.00000000,0.19432218,0.000000,0.000000
1577836993.19965482,0.12683280,0.01581041,0.00001644,49181.00000000,0.20358868,0.000000,0.000000
1577836993.29949594,0.12724789,0.01258140,0.00001781,49416.00000000,0.18328478,0.000000,0.000000
1577836993.39934683,0.12762823,0.01202744,0.00001602,49588.00000000,0.17935503,0.000000,0.000000
1577836993.49998999,0.12803565,0.01029553,0.00001781,49814.00000000,0.18385255,0.000000,0.000000
1577836993.59983206,0.12830091,0.00780750,0.00001680,50013.00000000,0.16490628,0.000000,0.000000
1577836993.69966483,0.12884672,0.01108228,0.00001925,50083.00000000,0.20471355,0.000000,0.000000
1577836993.79949498,0.12917779,0.00959424,0.00001663,50275.00000000,0.17552790,0.000000,0.000000
1577836993.89932585,0.12954333,0.01053122,0.00001676,50456.00000000,0.18108504,0.000000,0.000000
1577836993.99995017,0.12990340,0.01053222,0.00001877,50701.00000000,0.18103243,0.000000,0.000000
1577836994.09979486,0.13017977,0.00942469,0.00001906,50842.00000000,0.16970117,0.000000,0.000000
1577836994.19964290,0.13050610,0.00986254,0.00001948,51115.00000000,0.17749825,0.000000,0.000000
1577836994.29948115,0.13070678,0.00777352,0.00001723,51313.00000000,0.15980488,0.000000,0.000000
1577836994.39933586,0.13101667,0.00947703,0.00001986,51582.00000000,0.17626020,0.000000,0.000000
1577836994.49996805,0.13137584,0.00767959,0.00001806,51785.00000000,0.18417416,0.000000,0.000000
1577836994.59980607,0.13179971,0.01406180,0.00001986,51784.00000000,0.19453335,0.000000,0.000000
1577836994.69964099,0.13206043,0.00798630,0.00001903,51992.00000000,0.17090646,0.000000,0.000000
1577836994.79948497,0.13251374,0.00809953,0.00002020,52160.00000000,0.20051065,0.000000,0.000000
1577836994.89932203,0.13291250,0.01168141,0.00001897,52442.00000000,0.19312523,0.000000,0.000000
1577836994.99996281,0.13320520,0.00853616,0.00001831,52491.00000000,0.17769569,0.000000,0.000000
1577836995.09979296,0.13356064,0.00891018,0.00001891,52766.00000000,0.18794298,0.000000,0.000000
1577836995.19964910,0.13380593,0.00781887,0.00001692,52950.00000000,0.17158001,0.000000,0.000000
1577836995.29948688,0.13413151,0.01284188,0.00001819,53232.00000000,0.18459685,0.000000,0.000000
1577836995.39932203,0.13446500,0.01013507,0.00001728,53228.00000000,0.18648982,0.000000,0.000000
1577836995.49996805,0.13482315,0.01097622,0.00001836,53491.00000000,0.19105230,0.000000,0.000000
1577836995.59980893,0.13519890,0.01222052,0.00001823,53869.00000000,0.19456783,0.000000,0.000000
1577836995.69966388,0.13560066,0.01239958,0.00001694,54131.00000000,0.19948054,0.000000,0.000000
1577836995.79950500,0.13605906,0.01334156,0.00001891,54463.00000000,0.20940236,0.000000,0.000000
1577836995.89935589,0.13645957,0.01132665,0.00001806,54975.00000000,0.20094249,0.000000,0.000000
1577836995.99960184,0.13694369,0.01731407,0.00001808,55353.00000000,0.21537058,0.000000,0.000000
1577836996.09943819,0.13742435,0.01572802,0.00001847,55876.00000000,0.21577149,0.000000,0.000000
1577836996.19966698,0.13781682,0.01471291,0.00001731,55979.00000000,0.20218215,0.000000,0.000000
1577836996.29950094,0.13818114,0.01366099,0.00001728,56052.00000000,0.19829446,0.000000,0.000000
1577836996.39934897,0.13877600,0.01152893,0.00001925,56559.00000000,0.23752328,0.000000,0.000000
1577836996.49998808,0.13920586,0.00922124,0.00001937,57047.00000000,0.21099158,0.000000,0.000000
1577836996.59981108,0.13956101,0.01332081,0.00001759,57274.00000000,0.19922601,0.000000,0.000000
1577836996.69964695,0.13991599,0.01052194,0.00001809,57501.00000000,0.19990732,0.000000,0.000000
1577836996.79948115,0.14023551,0.01328259,0.00001823,57793.00000000,0.19455387,0.000000,0.000000
1577836996.89931893,0.14053778,0.00678880,0.00001869,57963.00000000,0.19222622,0.000000,0.000000
1577836996.99996114,0.14059436,0.00772219,0.00001666,58205.00000000,0.15032681,0.000000,0.000000
1577836997.09980392,0.14072135,0.00796577,0.00001750,58348.00000000,0.16269094,0.000000,0.000000
1577836997.19963193,0.14080677,0.00523262,0.00001845,58345.00000000,0.15566996,0.000000,0.000000
1577836997.29947186,0.14079027,0.00806270,0.00001744,58439.00000000,0.13790196,0.000000,0.000000
1577836997.39931893,0.14070981,0.00550491,0.00001598,58440.00000000,0.12654834,0.000000,0.000000
1577836997.49995279,0.14055982,0.00611921,0.00001716,58507.00000000,0.11401144,0.000000,0.000000
1577836997.59978795,0.14031640,0.00490773,0.00001568,58640.00000000,0.09698884,0.000000,0.000000
1577836997.69962192,0.14017300,0.00806621,0.00001674,57043.00000000,0.11450320,0.000000,0.000000
1577836997.79947495,0.14000592,0.00615432,0.00001697,57201.00000000,0.10993218,0.000000,0.000000
1577836997.89931393,0.13978897,0.00533786,0.00001622,57357.00000000,0.10052074,0.000000,0.000000
1577836997.99995804,0.13954662,0.00489343,0.00001530,57626.00000000,0.09543866,0.000000,0.000000
1577836998.09979105,0.13933642,0.00861519,0.00001664,57450.00000000,0.10087125,0.000000,0.000000
1577836998.19961596,0.13913601,0.00443678,0.00001656,57554.00000000,0.10225898,0.000000,0.000000
1577836998.29946399,0.13899025,0.00364174,0.00001711,57652.00000000,0.11202621,0.000000,0.000000
1577836998.39931107,0.13886562,0.00432255,0.00001736,57791.00000000,0.11568286,0.000000,0.000000
1577836998.49995804,0.13871081,0.00367425,0.00001721,57880.00000000,0.10976171,0.000000,0.000000
1577836998.59980702,0.13858690,0.00449961,0.00001687,57917.00000000,0.11529224,0.000000,0.000000
1577836998.69965100,0.13845565,0.00413189,0.00001736,57917.00000000,0.11364912,0.000000,0.000000
1577836998.79947710,0.13831607,0.00661117,0.00001587,58035.00000000,0.11179654,0.000000,0.000000
1577836998.89931488,0.13833316,0.00654705,0.00001698,58030.00000000,0.14159789,0.000000,0.000000
1577836998.99996114,0.13827274,0.00546492,0.00001649,58238.00000000,0.12667192,0.000000,0.000000
1577836999.09980702,0.13833391,0.00746375,0.00001719,58309.00000000,0.15013901,0.000000,0.000000
1577836999.19966888,0.13842457,0.00635050,0.00001808,58489.00000000,0.15601336,0.000000,0.000000
1577836999.29950690,0.13853077,0.00770743,0.00001803,58680.00000000,0.15923978,0.000000,0.000000
1577836999.39934301,0.13866835,0.01013499,0.00001785,58868.00000000,0.16563349,0.000000,0.000000
1577836999.49997902,0.13888258,0.01109101,0.00001976,59043.00000000,0.18108548,0.000000,0.000000
1577836999.59981394,0.13897686,0.01045741,0.00001763,59212.00000000,0.15764552,0.000000,0.000000
1577836999.69966483,0.13929966,0.00875217,0.00001999,59437.00000000,0.20353516,0.000000,0.000000
1577836999.79951406,0.13939874,0.00854511,0.00001802,59649.00000000,0.15921492,0.000000,0.000000
1577836999.89935112,0.13953409,0.00634331,0.00001770,59684.00000000,0.16673920,0.000000,0.000000
1577836999.99999213,0.13971278,0.01511331,0.00001906,59789.00000000,0.17580919,0.000000,0.000000
1577837000.09983110,0.13977621,0.00899096,0.00001834,59908.00000000,0.15265187,0.000000,0.000000
1577837000.19968009,0.13981531,0.00661681,0.00001825,58599.00000000,0.14779123,0.000000,0.000000
1577837000.29952097,0.13977998,0.00593799,0.00001729,58679.00000000,0.13253897,0.000000,0.000000
1577837000.39935207,0.13971572,0.00442131,0.00001772,58797.00000000,0.12647674,0.000000,0.000000
1577837000.49999094,0.13959128,0.00569161,0.00001626,58847.00000000,0.11383302,0.000000,0.000000
1577837000.59983110,0.13953220,0.00653069,0.00001867,58920.00000000,0.12724435,0.000000,0.000000
1577837000.69967103,0.13942341,0.00676786,0.00001669,59080.00000000,0.11668450,0.000000,0.000000
1577837000.79950500,0.13949352,0.00515405,0.00001711,59172.00000000,0.15421680,0.000000,0.000000
1577837000.89935684,0.13944544,0.01006212,0.00001768,59159.00000000,0.12930134,0.000000,0.000000
1577837000.99997592,0.13939414,0.00843510,0.00001666,58704.00000000,0.12851938,0.000000,0.000000
1577837001.09981894,0.13930538,0.00672285,0.00001740,59030.00000000,0.12039779,0.000000,0.000000
1577837001.19965315,0.13925500,0.00506292,0.00001770,59190.00000000,0.12847347,0.000000,0.000000
1577837001.29948497,0.13913869,0.00515856,0.00001559,59439.00000000,0.11413325,0.000000,0.000000
1577837001.39932394,0.13913759,0.00605555,0.00001659,59617.00000000,0.13890050,0.000000,0.000000
1577837001.49995899,0.13909636,0.00826525,0.00001709,59867.00000000,0.13014779,0.000000,0.000000
1577837001.59979010,0.13911484,0.01018227,0.00001768,60073.00000000,0.14314477,0.000000,0.000000
1577837001.69963288,0.13909587,0.00940682,0.00001727,60335.00000000,0.13494193,0.000000,0.000000
1577837001.79947710,0.13909826,0.00762005,0.00001701,60605.00000000,0.13962354,0.000000,0.000000
1577837001.89932013,0.13908823,0.00629733,0.00001882,60874.00000000,0.13687035,0.000000,0.000000
1577837001.99994397,0.13911243,0.00952407,0.00001801,61030.00000000,0.14448600,0.000000,0.000000
1577837002.09977794,0.13912426,0.01083099,0.00001741,61106.00000000,0.14176232,0.000000,0.000000
1577837002.19962382,0.13912436,0.00661743,0.00001780,61301.00000000,0.13914567,0.000000,0.000000
1577837002.29946113,0.13902251,0.00831258,0.00001548,61480.00000000,0.11610615,0.000000,0.000000
1577837002.39929914,0.13894856,0.00545486,0.00001689,61408.00000000,0.12223582,0.000000,0.000000
1577837002.49994016,0.13895036,0.00792017,0.00001728,61528.00000000,0.13935896,0.000000,0.000000
1577837002.59977078,0.13894712,0.00669437,0.00001712,61671.00000000,0.13820846,0.000000,0.000000
1577837002.69960809,0.13899252,0.00744521,0.00001689,61812.00000000,0.14939088,0.000000,0.000000
1577837002.79945183,0.13897745,0.00544216,0.00001763,61798.00000000,0.13551009,0.000000,0.000000
1577837002.89928699,0.13897792,0.00490629,0.00001768,61933.00000000,0.13908744,0.000000,0.000000
1577837002.99992704,0.13897190,0.00777992,0.00001658,62057.00000000,0.13757435,0.000000,0.000000
1577837003.09976292,0.13898494,0.00581969,0.00001737,62163.00000000,0.14202430,0.000000,0.000000
1577837003.19959593,0.13900078,0.00650382,0.00001645,62254.00000000,0.14270760,0.000000,0.000000
1577837003.29944015,0.13903884,0.00944177,0.00001880,62353.00000000,0.14798152,0.000000,0.000000
1577837003.39928007,0.13901519,0.00517468,0.00001580,62477.00000000,0.13343499,0.000000,0.000000
1577837003.49991393,0.13904242,0.00871974,0.00001760,62579.00000000,0.14549551,0.000000,0.000000
1577837003.59974408,0.13906037,0.00794298,0.00001709,62670.00000000,0.14333251,0.000000,0.000000
1577837003.69956899,0.13913178,0.00659505,0.00001860,62532.00000000,0.15619812,0.000000,0.000000
1577837003.79940414,0.13921339,0.00812615,0.00001709,62667.00000000,0.15880074,0.000000,0.000000
1577837003.89964390,0.13926813,0.00635177,0.00001668,62702.00000000,0.15245887,0.000000,0.000000
1577837003.99947691,0.13946594,0.00900794,0.00001966,62859.00000000,0.18733585,0.000000,0.000000
1577837004.09932113,0.13950424,0.00664577,0.00001685,63065.00000000,0.14881198,0.000000,0.000000
1577837004.19996810,0.13953712,0.00807644,0.00001707,63349.00000000,0.14756027,0.000000,0.000000
1577837004.29980707,0.13971211,0.00745424,0.00002045,63496.00000000,0.18258571,0.000000,0.000000
1577837004.39964795,0.13975901,0.00892402,0.00001766,63537.00000000,0.15129557,0.000000,0.000000
1577837004.49948001,0.13983322,0.00626925,0.00001711,63807.00000000,0.15816282,0.000000,0.000000
1577837004.59931588,0.13990477,0.01000438,0.00001700,63936.00000000,0.15764915,0.000000,0.000000
1577837004.69994998,0.13995642,0.00973529,0.00001861,64124.00000000,0.15281817,0.000000,0.000000
1577837004.79979396,0.13997246,0.00955514,0.00001717,64258.00000000,0.14398228,0.000000,0.000000
1577837004.89964223,0.13997780,0.00657776,0.00001697,64381.00000000,0.14131637,0.000000,0.000000
1577837004.99948692,0.13991412,0.00738673,0.00001724,64478.00000000,0.12386673,0.000000,0.000000
1577837005.09932208,0.13982684,0.00745785,0.00001587,64623.00000000,0.11774702,0.000000,0.000000
1577837005.19995809,0.13975094,0.00390518,0.00001721,64262.00000000,0.12047221,0.000000,0.000000
1577837005.29979897,0.13962195,0.00464553,0.00001629,64266.00000000,0.10672890,0.000000,0.000000
1577837005.39965320,0.13951071,0.00525423,0.00001626,64305.00000000,0.11103301,0.000000,0.000000
1577837005.49947810,0.13941203,0.00312743,0.00001718,64319.00000000,0.11405211,0.000000,0.000000
1577837005.59932494,0.13933168,0.00409155,0.00001675,64338.00000000,0.11860154,0.000000,0.000000
1577837005.69995117,0.13921890,0.00382086,0.00001681,64321.00000000,0.11000760,0.000000,0.000000
1577837005.79979897,0.13909284,0.00357388,0.00001679,64317.00000000,0.10631698,0.000000,0.000000
1577837005.89963913,0.13896784,0.00521412,0.00001647,64296.00000000,0.10634249,0.000000,0.000000
1577837005.99947286,0.13885473,0.00330619,0.00001642,64313.00000000,0.10922124,0.000000,0.000000
1577837006.09929895,0.13871291,0.00310552,0.00001775,64319.00000000,0.10141497,0.000000,0.000000
1577837006.19994712,0.13859567,0.00463243,0.00001950,64321.00000000,0.10764376,0.000000,0.000000
1577837006.29979110,0.13842020,0.00471626,0.00001741,64351.00000000,0.09192003,0.000000,0.000000
1577837006.39962506,0.13825545,0.00483230,0.00001836,64424.00000000,0.09443137,0.000000,0.000000
1577837006.49947190,0.13812340,0.00360459,0.00001785,64395.00000000,0.10286726,0.000000,0.000000
1577837006.59931493,0.13800209,0.00422890,0.00001803,64453.00000000,0.10548963,0.000000,0.000000
1577837006.69995213,0.13785405,0.00453740,0.00001715,64466.00000000,0.09803276,0.000000,0.000000
1577837006.79978609,0.13775751,0.00389849,0.00001668,64513.00000000,0.11169018,0.000000,0.000000
1577837006.89963007,0.13762205,0.00380136,0.00001718,64553.00000000,0.10091201,0.000000,0.000000
1577837006.99947286,0.13751354,0.00457022,0.00001598,64588.00000000,0.10800081,0.000000,0.000000
1577837007.09932113,0.13740903,0.00348256,0.00001739,64601.00000000,0.10887737,0.000000,0.000000
1577837007.19994807,0.13728386,0.00577422,0.00001722,64623.00000000,0.10298631,0.000000,0.000000
1577837007.29979801,0.13712483,0.00362570,0.00001619,64626.00000000,0.09339112,0.000000,0.000000
1577837007.39963913,0.13702570,0.00518672,0.00001801,64658.00000000,0.10966673,0.000000,0.000000
1577837007.49947810,0.13688445,0.00411457,0.00001627,64659.00000000,0.09775797,0.000000,0.000000
1577837007.59931397,0.13679763,0.00440726,0.00001899,64658.00000000,0.11266132,0.000000,0.000000
1577837007.69993281,0.13669715,0.00534948,0.00001679,64684.00000000,0.10866270,0.000000,0.000000
1577837007.79977608,0.13659548,0.00469716,0.00001606,64688.00000000,0.10812842,0.000000,0.000000
1577837007.89962196,0.13649168,0.00558656,0.00001613,64663.00000000,0.10732336,0.000000,0.000000
1577837007.99946904,0.13644031,0.00447099,0.00001696,64679.00000000,0.12195434,0.000000,0.000000
1577837008.09929609,0.13633138,0.00350517,0.00001614,64723.00000000,0.10550486,0.000000,0.000000
1577837008.19992805,0.13625597,0.00374565,0.00001749,64755.00000000,0.11483947,0.000000,0.000000
1577837008.29977179,0.13618982,0.00407656,0.00001791,64833.00000000,0.11733860,0.000000,0.000000
1577837008.39961386,0.13607533,0.00358019,0.00001629,64857.00000000,0.10333103,0.000000,0.000000
1577837008.49944901,0.13602614,0.00576433,0.00001855,64909.00000000,0.12190786,0.000000,0.000000
1577837008.59928083,0.13593548,0.00378727,0.00001696,64950.00000000,0.10982591,0.000000,0.000000
1577837008.69992399,0.13590839,0.00464095,0.00001846,64994.00000000,0.12807971,0.000000,0.000000
1577837008.79976296,0.13586638,0.00541271,0.00001676,65028.00000000,0.12368154,0.000000,0.000000
1577837008.89960599,0.13578569,0.00529027,0.00001648,65073.00000000,0.11230493,0.000000,0.000000
1577837008.99946117,0.13576604,0.00453181,0.00001770,65133.00000000,0.13002756,0.000000,0.000000
1577837009.09930015,0.13573987,0.00680067,0.00001597,65163.00000000,0.12807401,0.000000,0.000000
1577837009.19992495,0.13568392,0.00465106,0.00001808,65229.00000000,0.11923452,0.000000,0.000000
1577837009.29976296,0.13562607,0.00432725,0.00001593,65297.00000000,0.11856104,0.000000,0.000000
1577837009.39960504,0.13561089,0.00592349,0.00001701,65366.00000000,0.13111785,0.000000,0.000000
1577837009.49944901,0.13557615,0.00462415,0.00001624,65376.00000000,0.12525839,0.000000,0.000000
1577837009.59928703,0.13554071,0.00516953,0.00001583,65478.00000000,0.12497909,0.000000,0.000000
1577837009.69992089,0.13554214,0.00608284,0.00001649,65588.00000000,0.13596968,0.000000,0.000000
1577837009.79976082,0.13558647,0.00783062,0.00001754,65275.00000000,0.14888461,0.000000,0.000000
1577837009.89959908,0.13560575,0.00982710,0.00001687,65539.00000000,0.14140814,0.000000,0.000000
1577837009.99944496,0.13562662,0.00608605,0.00001749,65718.00000000,0.14192891,0.000000,0.000000
1577837010.09928083,0.13564889,0.00612826,0.00001773,65866.00000000,0.14239737,0.000000,0.000000
1577837010.19992089,0.13566352,0.00621369,0.00001748,66066.00000000,0.14011180,0.000000,0.000000
1577837010.29976201,0.13574063,0.00731066,0.00001728,66261.00000000,0.15925834,0.000000,0.000000
1577837010.39960194,0.13582664,0.01033819,0.00001867,66560.00000000,0.16214615,0.000000,0.000000
1577837010.49945712,0.13587688,0.00704747,0.00001757,66588.00000000,0.15129960,0.000000,0.000000
1577837010.59929609,0.13597685,0.01316434,0.00001789,66859.00000000,0.16676931,0.000000,0.000000
1577837010.69991088,0.13607627,0.00753524,0.00001743,67058.00000000,0.16679542,0.000000,0.000000
1577837010.79974985,0.13619733,0.00757065,0.00001701,67279.00000000,0.17372836,0.000000,0.000000
1577837010.89957714,0.13631279,0.00890531,0.00001946,67201.00000000,0.17222041,0.000000,0.000000
1577837010.99941611,0.13640874,0.00832591,0.00001714,67467.00000000,0.16634572,0.000000,0.000000
1577837011.09965706,0.13653621,0.01238889,0.00001853,67677.00000000,0.17643143,0.000000,0.000000
1577837011.19949007,0.13666774,0.01167565,0.00001864,67967.00000000,0.17796915,0.000000,0.000000
1577837011.29933596,0.13680927,0.01121579,0.00001785,68216.00000000,0.18139221,0.000000,0.000000
1577837011.39998484,0.13693651,0.00871765,0.00001907,68411.00000000,0.17714304,0.000000,0.000000
1577837011.49982691,0.13707923,0.00823509,0.00001855,68578.00000000,0.18232098,0.000000,0.000000
1577837011.59965014,0.13721741,0.00785496,0.00001891,68821.00000000,0.18115838,0.000000,0.000000
1577837011.69949102,0.13732822,0.00754356,0.00001810,68936.00000000,0.17267811,0.000000,0.000000
1577837011.79932594,0.13738447,0.00705119,0.00001761,69029.00000000,0.15538305,0.000000,0.000000
1577837011.89995813,0.13745774,0.00698957,0.00001884,69179.00000000,0.16097941,0.000000,0.000000
1577837011.99979806,0.13752429,0.01182522,0.00001940,69284.00000000,0.15895159,0.000000,0.000000
1577837012.09962916,0.13759263,0.00847458,0.00001924,69391.00000000,0.15966624,0.000000,0.000000
1577837012.19945908,0.13761344,0.00631695,0.00002043,69448.00000000,0.14435583,0.000000,0.000000
1577837012.29930115,0.13765953,0.01077146,0.00001819,69513.00000000,0.15263965,0.000000,0.000000
1577837012.39995193,0.13775406,0.00522688,0.00001968,69562.00000000,0.16857038,0.000000,0.000000
